PS.UID	CAM	TIMECODE	ACTION.TYPE	GENDER	AGE.GROUP	DB.OPERATOR	COMMENT	QUESTION
1559	K2	2019-09-08 16:21:32	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 16:21:36	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:22:18	ballot cast	f	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 16:23:17	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:23:46	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:26:11	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 16:26:17	ballot cast	f	medium	Alexei Kouprianov	could be m-o; The woman throws the ballots right without going to the booth.	
1559	K2	2019-09-08 16:26:22	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:27:06	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:31:21	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 16:33:13	ballot cast	f	old	Alexei Kouprianov		
1559	K2	2019-09-08 16:33:28	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 16:36:34	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:38:34	ballot cast	m	old	Alexei Kouprianov	gender assumption doubtful	
1559	K2	2019-09-08 16:40:37	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 16:45:03	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 16:45:11	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 16:48:48	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 16:48:56	ballot cast	f	medium	Alexei Kouprianov	could be y-m; the boy who came with this woman throws the ballots for her	
1559	K1	2019-09-08 16:57:07	ballot cast	m	medium	Alexei Kouprianov	5 sec lacunes do not coincide, it seems, in the two tapes	
1559	K2	2019-09-08 17:00:49	ballot cast	f	young	Alexei Kouprianov	170000 = 082710	
1559	K2	2019-09-08 17:02:40	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:02:48	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:02:55	ballot cast	f	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:03:21	ballot cast	m	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:06:15	ballot cast	m	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 17:08:18	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:08:53	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:16:35	ballot cast	m	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:17:23	strange behaviour			Alexei Kouprianov	A couple leaves the room upon receiving the blank ballots. They re-emerge at 17:21:32 and go to the booth.	
1559	K2	2019-09-08 17:18:21	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:22:04	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:22:29	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:24:42	strange behaviour			Alexei Kouprianov	A couple leaves the room upon receiving the blank ballots. Then, the man re-appears, goes to the booth, leaves with some paper in hand, without throwing the ballot again at 17:26:17; at 17:26:40 they both re-enter, she holds the smaller ballot, he the larger, then they go out again; At 17:31 they both re-appear to cast the ballot.	
1559	K2	2019-09-08 17:28:12	strange behaviour			Alexei Kouprianov	The president of the commission argues with a voter over the ballot box. Apparently he is asking a comittee member whether the man reeceived the ballot at their station. Upon the answer from the leftmost table along the long wall, the presidents unblocks the box and the procedure is resumed.	
1559	K2	2019-09-08 17:28:23	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:30:05	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:31:14	ballot cast	f	medium	Alexei Kouprianov	could be y-m?	
1559	K2	2019-09-08 17:32:24	ballot cast	f	medium	Alexei Kouprianov	could be y-m?	
1559	K2	2019-09-08 17:32:38	ballot cast	f	old	Alexei Kouprianov		
1559	K2	2019-09-08 17:33:40	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:37:32	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:38:48	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:40:45	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 17:41:24	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:47:36	ballot cast	f	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 17:54:34	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:56:49	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:57:23	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:57:34	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 17:58:21	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 17:58:26	ballot cast	f	young	Alexei Kouprianov	180000 = 092710	
1559	K2	2019-09-08 18:01:17	ballot cast	m	old	Alexei Kouprianov		
1559	K2	2019-09-08 18:01:24	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 18:01:40	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:04:42	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:05:22	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 18:06:45	ballot cast	m	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 18:06:56	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:07:57	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:09:53	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:10:07	ballot cast	m	young	Alexei Kouprianov	colud be y-m; A couple with a very small kid.	
1559	K2	2019-09-08 18:11:29	ballot cast	f	young	Alexei Kouprianov	A couple with a very small kid.	
1559	K2	2019-09-08 18:13:03	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:20:51	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:23:10	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:24:15	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:28:19	ballot cast	f	young	Alexei Kouprianov	A couple with a very small kid.	
1559	K2	2019-09-08 18:28:41	ballot cast	m	young	Alexei Kouprianov	A couple with a very small kid.	
1559	K2	2019-09-08 18:33:13	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:33:46	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:34:35	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 18:39:26	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:42:03	ballot cast	f	old	Alexei Kouprianov		
1559	K2	2019-09-08 18:47:54	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:48:43	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:49:16	ballot cast	m	old	Alexei Kouprianov		
1559	K2	2019-09-08 18:49:38	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 18:51:45	ballot cast	m	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:51:58	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:55:31	ballot cast	m	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:55:38	ballot cast	f	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:55:56	ballot cast	f	medium	Alexei Kouprianov		The woman throws all ballots for the couple; before that they were together in the same booth
1559	K2	2019-09-08 18:55:56	ballot cast	m	medium	Alexei Kouprianov	could be m-o	The woman throws all ballots for the couple; before that they were together in the same booth
1559	K2	2019-09-08 18:56:40	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:57:52	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:58:40	ballot cast	f	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 18:59:06	ballot cast	m	young	Alexei Kouprianov	could be y-m	190000 = 102710
1559	K2	2019-09-08 19:04:49	ballot cast	f	young	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:05:43	ballot cast	f	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 19:12:04	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:14:17	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:14:55	ballot cast	m	medium	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 19:15:37	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:18:18	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:20:51	ballot cast	f	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:21:50	ballot cast	m	medium	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:21:50	strange behaviour			Alexei Kouprianov	The house party returns	
1559	K2	2019-09-08 19:26:09	ballot cast	f	medium	Alexei Kouprianov	The kid who came with the woman throws the ballot for her.	
1559	K2	2019-09-08 19:27:17	ballot cast	m	young	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:28:09	ballot cast	m	young	Alexei Kouprianov	could be y-m	
1559	K2	2019-09-08 19:29:38	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 19:32:46	ballot cast	f	old	Alexei Kouprianov		
1559	K2	2019-09-08 19:34:31	ballot cast	m	medium	Alexei Kouprianov	The kid who came with the man does not throw the ballot for him.	
1559	K2	2019-09-08 19:36:36	ballot cast	m	medium	Alexei Kouprianov		
1559	K2	2019-09-08 19:38:56	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 19:44:11	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:45:34	ballot cast	f	young	Alexei Kouprianov	gender assumption doubtful	
1559	K2	2019-09-08 19:47:58	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:53:25	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 19:53:46	ballot cast	m	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:55:31	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:55:42	ballot cast	f	old	Alexei Kouprianov		
1559	K2	2019-09-08 19:55:49	ballot cast	f	young	Alexei Kouprianov		
1559	K2	2019-09-08 19:57:14	ballot cast	f	medium	Alexei Kouprianov		
1559	K2	2019-09-08 19:59:21	ballot cast	m	old	Alexei Kouprianov	could be m-o	
1559	K2	2019-09-08 19:59:24	ballot cast	m	young	Alexei Kouprianov	gender assumption doubtful; ends throwing at 200000 sharp = 112710	

# 135826 They count the portable box 9 gvr : 8 mun; It seems, I failed to notice about 3 ballots. Maybe they all fall within the 15 min break.
# Data from the ballot counts : 57+242+92+16 (A-B-T-Inv); 57+242+92+16-9=398; There are 395 records on ballots casted in the table above;
