PS.UID	CAM	TIMECODE	ACTION.TYPE	GENDER	AGE.GROUP	DB.OPERATOR	COMMENT
2112		2019-09-08 13:30:11	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:32:21	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 13:34:29	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:35:09	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 13:37:51	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 13:39:09	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 13:39:43	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:39:50	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:40:46	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:41:14	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 13:42:44	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:43:03	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 13:43:35	ballot cast	f	medium	Borys Sharov	with a kid
2112		2019-09-08 13:45:51	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 13:37:11	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:48:27	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 13:48:32	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 13:50:51	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 13:51:29	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 13:52:38	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 13:54:10	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 13:55:00	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 13:56:04	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 13:57:18	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 13:58:04	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 13:58:54	ballot cast	f	old	Borys Sharov	put the ballots into the box for herself and her husband
2112		2019-09-08 13:59:02	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 14:00:53	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 14:04:42	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:04:51	ballot cast	f	medium	Borys Sharov	put the ballots into the box for herself and her friend
2112		2019-09-08 14:04:58	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:07:07	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:07:16	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:07:26	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:07:34	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:08:16	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:09:04	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:09:32	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:14:16	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:14:54	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:15:04	ballot cast	f	medium	Borys Sharov	put the ballot into the box for herself and her husband
2112		2019-09-08 14:15:04	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:18:18	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:20:21	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:21:02	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:23:20	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:24:06	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:24:19	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 14:25:17	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:25:23	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:26:52	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 14:28:10	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:28:22	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:28:51	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:35:28	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:35:35	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 14:36:18	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 14:36:32	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:37:50	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:39:03	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:39:20	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 14:45:32	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 14:51:38	ballot cast	f	old	Borys Sharov	put the ballots for herself and her husband
2112		09-09-2019 14:51:38	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 14:56:36	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:00:49	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 15:00:52	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:07:07	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:11:16	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 15:13:46	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:14:16	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:15:36	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 15:15:46	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:16:04	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:16:12	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:19:34	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 15:22:56	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:23:44	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:24:02	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 15:27:05	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:27:15	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:28:33	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 15:30:38	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 15:33:53	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:37:01	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:39:14	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 15:39:23	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:46:51	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 15:46:56	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 15:47:19	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 15:47:29	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:57:04	ballot cast	m	old	Borys Sharov	put the ballots into the box for himself and his wife
2112		09-09-2019 15:57:04	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 15:57:15	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 15:57:21	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 16:00:20	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 16:03:16	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 16:03:54	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 16:05:38	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 16:07:12	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 16:09:42	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 16:10:20	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 16:10:32	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 16:11:12	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 16:16:02	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 16:19:20	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 16:25:05	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 16:28:46	ballot cast	f	old	Borys Sharov	put the ballots for herself and her husband
2112		2019-09-08 16:28:46	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 16:29:30	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 16:30:47	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 16:38:38	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 16:47:30	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 16:47:37	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 16:48:01	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 16:52:57	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 16:55:31	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 17:00:35	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:00:42	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 17:01:39	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:02:47	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:07:15	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:09:05	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 17:12:43	ballot cast	m	medium	Borys Sharov	with kids and a baby. He put the ballots for himself and his wife
2112		2019-09-08 17:12:43	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:12:59	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:13:08	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 17:13:45	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 17:18:23	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 17:20:07	ballot cast	f	medium	Borys Sharov	with a kid
2112		2019-09-08 17:20:27	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 17:20:37	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 17:21:27	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 17:24:09	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 17:25:23	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 17:28:29	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 17:29:07	ballot cast	f	young	Borys Sharov	with a kid, the kid puts the ballots for both of them
2112		2019-09-08 17:29:07	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:31:27	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 17:31:33	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:36:51	ballot cast	m	medium	Borys Sharov	with a kid. put the ballots for himself and his wife
2112		2019-09-08 17:36:51	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:40:32	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 17:42:02	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 17:43:03	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 17:46:48	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 17:51:33	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 17:53:05	ballot cast	f	medium	Borys Sharov	with a kid
2112		2019-09-08 17:54:29	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 17:54:42	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 17:57:51	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:03:18	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:03:58	ballot cast	f	young	Borys Sharov	with kids, they put the ballots into the box
2112		2019-09-08 18:03:58	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 18:10:08	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:13:13	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 18:13:56	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:16:32	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:17:18	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:18:52	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:20:46	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:23:00	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:30:35	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:32:10	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:32:44	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 18:36:44	ballot cast	f	medium	Borys Sharov	with a kid. Put the ballots for herself and her husband
2112		2019-09-08 18:36:44	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:40:55	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:41:32	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:41:37	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:42:02	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 18:42:09	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 18:43:42	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:43:52	ballot cast	m	medium	Borys Sharov	with a baby
2112		2019-09-08 18:47:46	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 18:51:30	strange behavior			Borys Sharov	18:51:30 - a member of the road police makes funny things in the front of the camera :D
2112		2019-09-08 18:52:14	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:52:31	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 18:53:00	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 18:54:21	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:54:38	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 18:54:45	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 18:57:06	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 18:58:35	ballot cast	f	young	Borys Sharov	
2112		2019-09-08 19:03:22	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:03:27	ballot cast	f	old	Borys Sharov	put the ballots for herself and her husband
2112		2019-09-08 19:03:27	ballot cast	m	old	Borys Sharov	
2112		2019-09-08 19:04:55	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 19:07:32	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:12:03	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 19:15:33	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:19:30	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:25:50	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 19:29:26	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:31:46	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 19:32:51	ballot cast	m	young	Borys Sharov	
2112		2019-09-08 19:33:05	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 19:38:14	ballot cast	m	medium	Borys Sharov	
2112		2019-09-08 19:46:30	ballot cast	m	medium	Borys Sharov	with a kid
2112		2019-09-08 19:46:46	ballot cast	f	medium	Borys Sharov	
2112		2019-09-08 19:46:56	ballot cast	f	medium	Borys Sharov	with kids
2112		2019-09-08 19:48:50	ballot cast	f	young	Borys Sharov	with a kid. Put the ballots for herself and her husband
2112		2019-09-08 19:50:22	ballot cast	f	old	Borys Sharov	
2112		2019-09-08 19:57:29	strange behavior			Borys Sharov	 19:57:29 - the members of the commission started to move tables before the end of the voting time
